Start,End,Sleep quality,Time in bed,Heart rate,Activity (steps),Stressful day,Drank coffee,Drank tea,Ate late,Worked out
22:17:45,07:47:51,87.0,9.5,0.0,0,0,1,0,0,0
22:13:36,07:26:59,80.0,9.216666666666667,0.0,0,0,1,0,0,0
22:37:03,07:32:00,80.0,8.9,0.0,0,0,1,0,0,0
21:22:46,06:19:17,80.0,8.933333333333334,0.0,0,0,1,1,0,0
22:06:49,05:20:29,65.0,7.216666666666667,0.0,0,0,1,1,0,1
23:28:20,07:30:07,82.0,8.016666666666667,0.0,0,0,1,0,0,0
23:32:44,06:29:15,75.0,6.933333333333334,0.0,0,1,1,0,0,1
23:12:02,06:25:49,66.0,7.216666666666667,0.0,0,0,1,0,0,1
22:58:49,06:25:21,58.0,7.433333333333334,0.0,0,0,1,1,0,1
22:47:19,06:30:09,89.0,7.7,0.0,0,0,1,1,0,1
21:20:49,07:08:13,86.0,9.783333333333333,0.0,0,0,1,0,0,0
21:44:29,06:24:00,67.0,8.65,0.0,0,0,1,0,0,0
21:23:59,06:29:22,62.0,9.083333333333334,0.0,0,0,1,0,0,0
21:13:24,06:24:45,81.0,9.183333333333334,0.0,0,0,1,0,0,1
23:00:14,05:55:41,73.0,6.916666666666667,0.0,0,0,1,1,0,1
21:48:56,05:49:06,81.0,8.0,0.0,0,0,1,1,1,1
00:51:24,07:21:57,53.0,6.5,0.0,0,0,1,1,0,1
22:59:45,07:59:49,94.0,9.0,0.0,0,0,1,1,0,1
22:04:13,05:16:33,67.0,7.2,0.0,0,0,0,1,0,0
22:35:10,05:54:20,82.0,7.316666666666666,0.0,0,1,1,1,0,1
22:18:30,05:52:27,85.0,7.55,0.0,0,0,1,1,0,1
22:27:46,06:13:03,77.0,7.75,0.0,0,0,1,1,0,1
21:43:30,06:24:30,94.0,8.683333333333334,0.0,0,1,1,1,0,1
22:38:27,07:25:56,81.0,8.783333333333333,0.0,0,0,1,1,0,0
21:34:35,06:26:45,75.0,8.866666666666667,0.0,0,0,1,1,0,0
21:21:02,06:20:19,79.0,8.983333333333333,0.0,0,0,1,1,0,1
21:25:56,05:35:24,81.0,8.15,0.0,0,0,1,1,1,1
21:54:28,05:35:27,79.0,7.666666666666667,0.0,0,0,0,0,0,0
05:37:46,06:20:18,9.0,0.7,0.0,0,0,0,0,0,0
00:46:44,07:54:03,65.0,7.116666666666666,0.0,0,0,1,1,0,1
22:30:35,06:14:30,81.0,7.716666666666667,0.0,0,0,0,1,0,0
22:07:57,05:39:43,87.0,7.516666666666667,0.0,0,0,1,1,1,1
22:48:24,06:20:28,74.0,7.533333333333333,0.0,0,0,1,1,0,1
22:24:10,06:25:23,92.0,8.016666666666667,0.0,0,0,1,1,0,1
22:23:37,06:17:32,95.0,7.883333333333333,0.0,0,0,1,1,0,1
22:47:32,05:57:05,81.0,7.15,0.0,0,0,1,1,0,1
21:27:20,06:15:12,95.0,8.783333333333333,0.0,0,0,1,0,0,1
21:50:53,06:20:17,85.0,8.483333333333333,0.0,0,0,1,0,0,1
22:19:12,06:20:18,79.0,8.016666666666667,0.0,0,0,1,0,0,1
22:16:31,06:30:20,83.0,8.216666666666667,0.0,0,0,1,1,0,1
22:20:43,06:15:04,89.0,7.9,0.0,0,0,1,0,1,0
23:07:56,07:08:11,87.0,8.0,0.0,0,1,1,1,0,1
23:20:36,07:12:34,93.0,7.85,0.0,0,0,1,1,0,0
23:44:12,06:20:24,74.0,6.6,0.0,0,0,1,1,0,0
22:10:46,05:41:35,83.0,7.5,0.0,0,0,1,1,0,1
23:10:06,05:30:21,74.0,6.333333333333333,0.0,0,0,1,1,0,1
22:43:49,06:25:26,80.0,7.683333333333334,0.0,0,0,1,1,0,1
23:50:20,06:50:20,83.0,6.983333333333333,0.0,0,0,1,1,0,1
23:08:55,07:53:57,100.0,8.75,0.0,0,0,1,1,0,1
21:34:13,06:07:30,81.0,8.55,0.0,0,0,0,1,0,0
21:34:47,06:15:18,85.0,8.666666666666666,0.0,0,0,1,0,0,1
20:53:27,06:10:18,83.0,9.266666666666667,0.0,0,0,1,0,0,1
22:26:07,05:40:26,79.0,7.233333333333333,0.0,0,1,1,0,0,0
00:00:10,06:30:16,76.0,6.5,0.0,0,0,1,0,0,1
23:14:26,07:34:07,91.0,8.316666666666666,0.0,0,0,1,0,0,1
22:34:58,05:30:18,75.0,6.916666666666667,0.0,0,0,1,0,0,0
22:00:00,05:35:16,90.0,7.583333333333333,0.0,0,0,1,0,0,1
22:21:34,06:31:01,88.0,8.15,0.0,0,0,1,0,0,1
22:08:30,06:19:54,89.0,8.183333333333334,0.0,0,0,1,0,0,1
00:19:46,07:15:58,72.0,6.933333333333334,0.0,0,0,1,0,0,1
22:04:35,06:40:37,100.0,8.6,0.0,0,0,1,0,0,0
22:07:42,06:08:04,72.0,8.0,0.0,0,1,1,0,0,0
23:02:52,06:31:44,70.0,7.466666666666667,0.0,0,0,1,0,0,1
23:01:17,05:48:05,67.0,6.766666666666667,0.0,0,0,1,0,0,1
22:51:43,05:31:02,65.0,6.65,0.0,0,0,1,0,0,1
22:33:14,05:51:51,71.0,7.3,0.0,0,0,0,0,0,1
23:26:26,05:31:41,70.0,6.083333333333333,0.0,0,0,1,0,0,1
22:32:35,05:32:33,77.0,6.983333333333333,0.0,0,0,1,0,0,1
21:56:14,06:16:18,76.0,8.333333333333334,0.0,0,0,1,0,0,1
22:07:31,06:35:29,87.0,8.45,0.0,0,0,1,0,1,1
22:42:30,08:41:24,93.0,9.966666666666667,0.0,0,0,0,1,0,0
22:52:30,06:32:02,77.0,7.65,0.0,0,0,0,1,0,0
22:03:24,06:26:09,82.0,8.366666666666667,0.0,0,0,0,1,0,1
22:32:22,06:30:23,68.0,7.966666666666667,0.0,0,0,1,1,0,0
00:46:59,06:25:12,64.0,5.633333333333333,0.0,0,0,1,1,0,1
22:06:06,06:01:02,83.0,7.9,0.0,0,0,1,1,0,1
23:28:36,07:23:00,79.0,7.9,0.0,0,0,1,1,0,1
23:00:43,06:00:38,74.0,6.983333333333333,0.0,0,0,1,0,0,0
22:34:58,05:50:46,83.0,7.25,0.0,0,0,1,0,0,1
22:11:24,05:40:37,83.0,7.483333333333333,0.0,0,0,1,0,0,1
22:41:04,06:22:44,82.0,7.683333333333334,0.0,0,0,1,0,0,1
22:32:02,06:32:15,86.0,8.0,0.0,0,0,1,0,0,1
22:16:19,06:30:30,64.0,8.233333333333333,0.0,0,0,1,0,0,0
23:48:29,06:47:24,62.0,6.966666666666667,0.0,0,1,1,0,0,1
23:10:25,06:35:27,77.0,7.416666666666667,0.0,0,0,1,0,0,1
22:32:29,05:55:57,83.0,7.383333333333334,0.0,0,1,1,0,0,1
23:32:46,07:32:54,90.0,8.0,0.0,0,0,1,0,0,0
21:49:41,06:02:36,86.0,8.2,0.0,0,0,0,0,0,0
21:39:08,05:50:23,85.0,8.183333333333334,0.0,0,0,1,0,0,1
22:48:36,06:05:36,75.0,7.266666666666667,0.0,0,1,1,0,0,1
22:13:30,06:15:50,92.0,8.033333333333333,0.0,0,0,1,0,0,1
22:53:15,07:05:46,96.0,8.2,0.0,0,0,1,0,0,1
22:18:13,06:17:38,85.0,7.983333333333333,0.0,0,0,1,0,0,0
21:24:42,06:15:28,99.0,8.833333333333334,0.0,0,0,1,0,0,1
22:02:38,06:15:55,96.0,8.216666666666667,0.0,0,0,1,0,0,1
23:13:10,06:15:33,78.0,7.033333333333333,0.0,0,0,1,0,0,1
22:39:55,06:15:20,84.0,7.583333333333333,0.0,0,1,1,0,0,1
00:32:25,08:19:37,87.0,7.783333333333333,0.0,0,0,1,0,0,1
23:20:56,07:31:40,98.0,8.166666666666666,0.0,0,0,1,0,0,1
22:23:36,06:00:46,76.0,7.616666666666667,0.0,0,0,1,0,0,1
22:57:22,06:05:28,77.0,7.133333333333334,0.0,0,1,1,0,0,1
22:36:11,05:50:31,77.0,7.233333333333333,0.0,0,0,1,0,0,1
22:25:37,05:56:20,82.0,7.5,0.0,0,0,1,0,0,1
23:07:32,07:00:25,87.0,7.866666666666667,0.0,0,0,1,0,0,1
22:20:48,07:56:07,99.0,9.583333333333334,0.0,0,0,1,0,0,0
23:47:33,07:56:34,74.0,8.15,0.0,0,0,1,0,0,0
22:45:58,06:14:20,81.0,7.466666666666667,0.0,0,0,1,0,0,1
21:54:39,06:02:22,86.0,8.116666666666667,0.0,0,0,1,0,0,1
23:03:39,06:11:38,84.0,7.116666666666666,0.0,0,0,1,0,0,1
22:49:44,07:11:03,95.0,8.35,0.0,0,1,1,0,0,1
22:25:20,03:35:22,35.0,5.166666666666667,0.0,0,0,1,0,0,0
22:05:56,05:50:45,96.0,7.733333333333333,0.0,0,1,1,1,0,0
22:42:29,06:15:46,78.0,7.55,0.0,7200,0,1,0,1,1
21:58:44,06:23:31,36.0,8.4,0.0,3444,0,1,0,0,1
22:04:29,08:33:27,56.0,10.466666666666667,0.0,7901,0,1,0,0,0
22:08:40,06:20:25,52.0,8.183333333333334,0.0,3786,0,1,1,0,0
22:13:35,06:22:47,35.0,8.15,0.0,2668,0,1,0,0,1
23:08:06,06:38:18,51.0,7.5,0.0,4213,0,1,0,0,1
21:51:35,06:10:57,54.0,8.316666666666666,0.0,2210,0,1,0,0,1
22:06:03,06:19:47,55.0,8.216666666666667,0.0,3040,0,1,0,0,1
23:49:26,07:26:36,46.0,7.616666666666667,0.0,3887,0,1,0,0,1
23:52:04,08:25:52,48.0,8.55,0.0,5631,0,1,0,0,0
22:52:01,06:40:35,36.0,7.8,0.0,10059,0,1,0,0,0
22:10:33,06:20:22,40.0,8.15,0.0,3698,0,1,0,0,1
22:21:42,06:20:48,49.0,7.983333333333333,0.0,4399,0,1,0,0,1
22:33:07,06:20:32,49.0,7.783333333333333,0.0,4015,0,1,0,0,1
23:08:05,05:58:51,54.0,6.833333333333333,0.0,4374,0,1,0,0,1
22:38:01,07:47:43,67.0,9.15,0.0,5038,0,1,0,0,0
23:28:38,08:00:45,61.0,8.533333333333333,0.0,827,0,1,0,0,0
21:00:08,06:20:37,41.0,9.333333333333334,0.0,2542,0,0,1,0,1
22:11:10,06:22:09,70.0,8.166666666666666,0.0,7370,0,0,1,0,1
22:31:00,06:21:04,69.0,7.833333333333333,0.0,5658,0,0,1,0,1
22:28:57,06:10:18,61.0,7.683333333333334,0.0,7107,0,0,1,0,1
00:45:06,07:06:54,58.0,6.35,0.0,7048,0,1,0,0,1
22:44:13,06:01:14,33.0,7.283333333333333,0.0,6925,0,0,1,0,0
23:05:56,06:20:22,60.0,7.233333333333333,0.0,1130,0,1,0,0,0
22:46:00,06:20:12,67.0,7.566666666666666,0.0,7025,0,0,1,0,1
21:55:44,06:07:55,59.0,8.2,0.0,5955,0,0,1,0,1
22:26:52,06:20:38,65.0,7.883333333333333,0.0,9243,0,0,1,0,1
22:26:00,08:22:25,70.0,9.933333333333334,0.0,908,0,1,0,0,0
22:28:43,06:24:18,57.0,7.916666666666667,0.0,2191,0,1,0,0,1
22:14:12,06:22:04,60.0,8.116666666666667,0.0,11650,0,0,1,0,1
22:39:22,06:15:30,57.0,7.6,0.0,10842,0,0,1,0,1
22:11:55,06:11:36,60.0,7.983333333333333,0.0,5765,0,0,1,0,0
22:26:20,06:55:45,70.0,8.483333333333333,0.0,8047,0,0,1,0,1
22:53:08,06:24:53,58.0,7.516666666666667,0.0,359,0,1,1,0,1
22:17:19,06:20:57,55.0,8.05,0.0,8733,1,0,1,0,1
22:22:09,06:06:46,55.0,7.733333333333333,0.0,6963,0,0,1,0,1
23:10:52,06:20:16,60.0,7.15,0.0,10392,0,1,1,0,1
22:50:50,06:20:29,53.0,7.483333333333333,0.0,7230,0,1,0,0,1
00:06:21,08:27:00,67.0,8.333333333333334,0.0,7255,0,1,1,0,1
23:23:45,07:50:03,55.0,8.433333333333334,0.0,4555,0,1,0,0,0
23:29:07,06:25:22,54.0,6.933333333333334,0.0,8954,0,1,1,0,0
22:24:38,06:03:11,62.0,7.633333333333333,0.0,9726,0,1,1,0,1
21:53:10,06:21:35,66.0,8.466666666666667,0.0,8587,0,0,1,0,1
22:33:02,06:21:09,54.0,7.8,0.0,8612,0,0,1,0,1
00:07:25,06:40:59,52.0,6.55,0.0,8737,0,0,1,0,1
23:18:12,07:20:20,71.0,8.033333333333333,0.0,10375,0,1,1,0,1
22:38:44,06:28:39,59.0,7.816666666666666,0.0,21870,0,1,1,0,1
22:28:30,06:14:27,56.0,7.75,0.0,10106,0,0,1,0,1
22:48:24,06:05:17,65.0,7.266666666666667,0.0,9308,0,1,0,0,1
22:26:35,06:30:44,61.0,8.066666666666666,0.0,8406,0,1,0,0,1
23:00:24,07:31:15,71.0,8.5,0.0,779,0,1,0,0,0
22:52:39,06:20:38,50.0,7.45,0.0,3932,0,1,1,0,0
22:53:05,06:27:22,63.0,7.566666666666666,0.0,10266,0,1,1,0,1
22:34:56,06:10:12,67.0,7.583333333333333,0.0,10540,1,1,0,0,1
22:13:21,05:49:19,64.0,7.583333333333333,0.0,8164,0,1,0,0,1
22:14:18,06:33:30,67.0,8.316666666666666,0.0,7271,0,1,1,0,1
01:38:50,07:18:16,54.0,5.65,0.0,6044,0,1,1,0,0
00:07:46,08:47:55,81.0,8.666666666666666,0.0,7682,0,1,0,0,0
22:21:35,06:23:30,66.0,8.016666666666667,0.0,6719,0,1,1,0,0
23:04:24,06:25:53,65.0,7.35,0.0,8273,0,1,1,0,1
22:48:36,06:35:20,69.0,7.766666666666667,0.0,6366,0,0,1,0,1
22:55:13,06:26:10,72.0,7.5,0.0,9368,0,1,1,0,1
23:03:27,06:35:41,63.0,7.533333333333333,0.0,7967,0,1,1,0,1
00:16:28,07:51:08,66.0,7.566666666666666,0.0,8641,0,1,1,0,0
22:46:10,06:10:08,68.0,7.383333333333334,0.0,1283,0,1,0,0,1
22:19:52,05:57:51,68.0,7.616666666666667,0.0,4542,1,0,1,0,1
22:52:01,06:30:20,72.0,7.633333333333333,0.0,2870,1,1,1,0,0
00:13:27,06:15:18,52.0,6.016666666666667,0.0,10506,1,1,1,0,0
22:49:41,07:58:35,80.0,9.133333333333333,0.0,6716,1,1,0,0,0
21:58:25,05:47:40,65.0,7.816666666666666,0.0,6623,0,1,0,0,0
22:16:20,05:51:55,70.0,7.583333333333333,0.0,6608,0,0,1,0,1
22:51:28,05:48:09,62.0,6.933333333333334,0.0,7119,0,1,1,0,1
22:37:37,05:55:35,65.0,7.283333333333333,0.0,8981,0,1,1,0,1
23:58:36,07:19:01,56.0,7.333333333333333,0.0,7385,0,1,1,0,1
23:25:33,07:16:45,74.0,7.85,0.0,737,0,1,1,0,0
22:14:54,07:35:12,72.0,9.333333333333334,0.0,5274,0,0,1,0,0
23:10:58,07:07:23,70.0,7.933333333333334,0.0,2670,0,1,0,0,0
23:15:24,06:59:25,73.0,7.733333333333333,0.0,5825,0,0,1,0,0
23:37:14,07:13:39,70.0,7.6,0.0,5971,0,1,1,0,0
23:47:47,07:53:30,81.0,8.083333333333334,0.0,1540,0,0,1,0,0
23:00:56,07:02:20,80.0,8.016666666666667,0.0,847,0,1,1,0,0
22:38:54,05:40:29,68.0,7.016666666666667,0.0,6149,0,1,1,0,0
21:26:49,05:40:44,80.0,8.216666666666667,0.0,10585,0,0,1,0,1
22:44:23,06:10:19,73.0,7.416666666666667,0.0,10248,0,1,1,0,1
22:00:35,06:39:41,88.0,8.65,0.0,6536,0,0,1,0,1
23:09:40,07:40:13,89.0,8.5,0.0,5628,0,1,1,0,0
22:01:16,06:18:05,75.0,8.266666666666667,0.0,595,0,0,1,0,0
22:35:53,06:26:48,83.0,7.833333333333333,0.0,7499,0,0,1,0,1
23:33:57,06:31:02,71.0,6.95,0.0,3196,0,0,1,0,0
21:12:34,05:13:52,89.0,8.016666666666667,0.0,3763,0,1,1,0,0
05:14:26,06:38:52,17.0,1.4,0.0,3763,0,0,0,0,0
21:40:00,05:11:18,71.0,7.516666666666667,0.0,4904,0,0,1,0,0
01:18:30,09:20:41,89.0,8.033333333333333,0.0,3158,0,1,1,0,0
21:45:14,05:45:33,78.0,8.0,0.0,4514,0,0,1,0,0
21:44:42,05:40:05,79.0,7.916666666666667,0.0,7137,0,0,1,0,1
22:13:52,05:46:46,72.0,7.533333333333333,0.0,7709,0,0,1,0,1
22:46:53,06:19:39,82.0,7.533333333333333,0.0,10521,0,1,1,0,1
23:32:15,06:47:33,69.0,7.25,0.0,9338,0,1,1,0,1
22:48:02,08:11:02,79.0,9.383333333333333,0.0,4629,0,0,1,0,0
01:07:36,08:27:16,82.0,7.316666666666666,0.0,5776,0,1,0,0,1
22:14:46,06:16:45,85.0,8.016666666666667,0.0,168,0,0,1,0,0
22:56:32,06:35:28,81.0,7.633333333333333,0.0,6964,0,1,1,0,0
22:02:53,06:05:24,83.0,8.033333333333333,0.0,3448,0,1,1,0,1
21:57:40,06:18:20,74.0,8.333333333333334,0.0,4114,0,0,1,0,0
21:29:37,05:00:47,75.0,7.516666666666667,0.0,7112,0,0,1,0,0
22:35:39,05:47:37,78.0,7.183333333333334,0.0,3391,0,1,1,0,0
21:49:28,06:35:32,96.0,8.766666666666667,0.0,2335,0,0,1,0,0
23:48:48,07:09:06,84.0,7.333333333333333,0.0,7293,0,0,1,0,0
23:56:08,07:30:08,86.0,7.55,0.0,8488,0,1,1,0,0
23:07:02,07:07:26,74.0,8.0,0.0,5701,1,1,1,0,0
23:17:04,07:22:29,69.0,8.083333333333334,0.0,4509,0,1,1,0,0
23:25:36,08:26:18,92.0,9.0,0.0,3868,0,1,1,0,0
22:35:54,05:10:36,73.0,6.566666666666666,0.0,5216,0,1,1,0,0
05:11:12,06:30:19,17.0,1.3166666666666667,0.0,5216,0,0,0,0,0
21:47:36,05:57:07,87.0,8.15,0.0,3669,0,0,1,0,0
22:40:41,06:10:16,87.0,7.483333333333333,0.0,10856,0,1,1,0,1
22:39:33,06:42:11,93.0,8.033333333333333,0.0,7787,0,0,1,0,1
23:14:42,08:43:54,90.0,9.483333333333333,0.0,10344,0,1,1,0,0
00:34:09,07:56:17,79.0,7.366666666666666,0.0,3094,0,0,1,0,0
22:07:26,06:23:46,84.0,8.266666666666667,0.0,202,0,0,1,0,0
22:42:26,06:40:14,65.0,7.95,0.0,7122,0,1,1,0,0
22:20:00,06:14:43,84.0,7.9,0.0,1734,0,1,1,0,0
22:14:13,05:22:08,73.0,7.116666666666666,0.0,2562,0,1,1,0,0
22:13:43,05:31:40,64.0,7.283333333333333,0.0,8076,0,1,1,1,0
23:27:43,07:22:42,89.0,7.9,0.0,12802,0,0,1,0,1
23:25:52,06:58:37,74.0,7.533333333333333,0.0,12258,0,1,1,0,1
21:58:38,05:11:26,71.0,7.2,0.0,4540,0,0,1,0,0
05:12:01,07:20:39,24.0,2.1333333333333333,0.0,4540,0,0,0,0,0
22:23:54,05:01:08,57.0,6.616666666666667,0.0,173,0,0,1,0,0
22:22:23,06:31:54,76.0,8.15,0.0,6368,0,0,1,0,0
22:14:59,06:30:21,92.0,8.25,0.0,1740,0,1,1,0,0
23:07:08,07:45:58,78.0,8.633333333333333,0.0,5056,0,0,1,0,0
23:12:38,07:42:38,96.0,8.483333333333333,0.0,4223,0,0,1,0,0
22:03:13,06:25:22,64.0,8.366666666666667,0.0,4336,0,0,1,0,0
22:34:02,06:09:14,89.0,7.583333333333333,0.0,4772,0,1,1,0,0
22:55:44,06:13:18,84.0,7.283333333333333,0.0,3492,0,1,1,0,0
20:54:01,05:09:50,85.0,8.25,0.0,6010,0,0,1,0,1
22:12:44,04:58:00,54.0,6.75,0.0,4200,0,1,1,0,1
04:58:17,06:40:57,21.0,1.7,0.0,4200,0,0,0,0,0
23:22:46,07:25:11,91.0,8.033333333333333,0.0,4573,0,1,1,0,0
23:27:29,06:01:53,63.0,6.566666666666666,0.0,3228,0,1,0,0,0
22:44:33,06:20:33,78.0,7.6,0.0,5379,0,1,1,0,1
22:41:03,06:10:32,74.0,7.483333333333333,0.0,7521,0,1,1,0,1
22:19:54,06:31:10,85.0,8.183333333333334,0.0,2309,0,1,1,0,0
23:58:49,07:08:37,80.0,7.15,0.0,2983,0,1,1,0,0
23:45:02,07:20:28,68.0,7.583333333333333,0.0,6833,0,1,1,0,0
22:53:55,06:30:28,75.0,7.6,0.0,7665,0,1,1,0,0
22:30:15,06:20:17,71.0,7.833333333333333,0.0,7552,0,1,1,1,1
23:34:51,06:30:17,71.0,6.916666666666667,0.0,5339,0,1,1,0,0
23:46:48,06:27:00,68.0,6.666666666666667,0.0,4076,0,1,1,0,0
22:31:43,05:00:18,62.0,6.466666666666667,0.0,12892,1,1,1,0,1
05:00:41,06:36:44,21.0,1.6,0.0,12892,0,0,0,0,0
22:37:33,07:07:59,100.0,8.5,0.0,3417,0,0,1,0,0
21:49:33,07:06:19,63.0,9.266666666666667,0.0,2756,0,1,1,0,0
21:51:58,05:02:27,74.0,7.166666666666667,0.0,6003,0,1,1,0,0
05:02:55,06:36:52,12.0,1.55,0.0,6003,0,0,0,0,0
23:17:25,06:13:14,59.0,6.916666666666667,0.0,3588,0,1,1,0,0
22:36:26,06:25:08,44.0,7.8,0.0,5558,0,1,1,0,0
22:33:17,06:31:28,83.0,7.966666666666667,0.0,3301,0,1,1,0,0
23:49:14,08:09:19,93.0,8.333333333333334,0.0,3027,0,1,1,0,0
00:28:17,08:16:49,79.0,7.8,0.0,3361,0,0,1,0,0
22:12:40,06:16:47,66.0,8.066666666666666,0.0,460,0,1,1,0,0
22:43:58,06:27:19,76.0,7.716666666666667,0.0,7419,0,0,1,0,0
23:14:34,06:26:11,72.0,7.183333333333334,0.0,5499,0,1,1,0,0
21:30:46,05:02:42,83.0,7.516666666666667,0.0,4258,0,0,1,0,0
22:15:13,05:34:22,81.0,7.316666666666666,0.0,5862,0,1,1,0,0
05:34:46,06:30:30,12.0,0.9166666666666666,0.0,5862,0,0,0,0,0
02:46:24,09:52:39,80.0,7.1,0.0,6388,0,1,1,1,1
00:40:06,07:47:20,77.0,7.116666666666666,0.0,4275,0,0,1,0,0
22:16:11,05:50:20,81.0,7.566666666666666,0.0,2499,0,1,0,0,0
21:39:30,05:40:39,87.0,8.016666666666667,0.0,7351,0,1,1,0,1
05:43:20,06:40:40,12.0,0.95,0.0,7351,0,0,0,0,0
22:23:16,06:30:31,85.0,8.116666666666667,0.0,6109,0,1,1,0,0
22:22:27,06:18:06,81.0,7.916666666666667,0.0,6388,0,1,1,0,1
00:12:24,08:28:54,96.0,8.266666666666667,0.0,6785,0,1,1,0,0
22:01:00,06:08:33,93.0,8.116666666666667,0.0,171,0,1,1,0,0
22:01:27,06:22:56,97.0,8.35,0.0,4670,0,1,1,0,0
22:13:31,06:15:26,90.0,8.016666666666667,0.0,7000,0,1,1,0,1
21:13:09,06:18:48,85.0,9.083333333333334,0.0,3744,0,1,1,0,0
21:48:29,05:01:32,71.0,7.216666666666667,0.0,7028,0,1,1,0,1
22:42:49,06:57:16,86.0,8.233333333333333,0.0,2679,0,1,1,0,0
22:39:47,06:33:44,80.0,7.883333333333333,0.0,1572,0,1,1,0,0
21:20:30,05:02:38,81.0,7.7,0.0,6212,0,0,1,0,1
